brand_name_rx_count,gender,generic_rx_count,region,settlement_type,specialty,years_practicing
268,F,2401,Northeast,urban,Family,2
344,M,1803,West,urban,Neurology,7
2081,F,1377,South,urban,Pulmonary Disease,7
2460,F,14302,West,non-urban,Geriatric Medicine,6
211,F,1407,Northeast,non-urban,Adult Health,6
494,M,2264,Midwest,non-urban,Rheumatology,7
2755,M,9289,South,non-urban,Psychiatry,7
96,F,2067,Northeast,non-urban,Primary Care,2
70,M,1223,Midwest,urban,Family,8
1757,M,6713,West,non-urban,Nephrology,5
863,M,2840,Northeast,non-urban,Cardiovascular Disease,7
371,F,2540,West,non-urban,Family,4
2033,M,9730,West,non-urban,"Endocrinology, Diabetes & Metabolism",7
473,M,3345,Northeast,non-urban,Cardiovascular Disease,7
598,M,4943,South,urban,Adult Medicine,7
419,M,2435,Northeast,non-urban,Pulmonary Disease,7
575,F,2546,Midwest,non-urban,Family,5
965,M,4700,Northeast,non-urban,Cardiovascular Disease,7
547,F,3646,South,non-urban,Family,2
1485,F,12301,South,urban,Family,1
5171,F,17665,West,urban,Geriatric Medicine,7
433,M,2549,Northeast,non-urban,Gastroenterology,8
121,M,2136,Midwest,non-urban,"Endocrinology, Diabetes & Metabolism",7
384,M,2105,South,urban,Medical,7
74,F,1222,Midwest,urban,Family,1
3478,M,17033,Northeast,non-urban,Geriatric Medicine,7
732,M,3902,West,non-urban,Medical,7
401,M,3741,West,urban,Psychiatry,7
81,F,1256,Midwest,urban,Family,7
632,F,826,South,urban,Family,1
1195,M,3373,West,non-urban,Nephrology,7
1814,M,4816,Midwest,urban,Pulmonary Disease,7
226,F,2579,West,urban,Family,6
1391,M,5634,West,non-urban,Pulmonary Disease,7
559,M,2846,Midwest,urban,Rheumatology,7
205,M,3084,South,urban,Psychiatry,7
4567,M,16084,South,urban,Cardiovascular Disease,7
277,M,3006,Midwest,non-urban,Neurology,8
297,F,2635,Northeast,urban,Family,7
107,M,1403,West,non-urban,Medical,8
2129,M,1179,South,non-urban,Infectious Disease,7
578,F,4211,Midwest,non-urban,Psychiatry,7
1008,M,2920,Northeast,non-urban,Cardiovascular Disease,8
151,M,5856,Midwest,urban,Psychiatry,7
307,F,2241,South,non-urban,Family,7
931,M,5505,South,non-urban,Cardiovascular Disease,7
324,F,2018,South,non-urban,Cardiovascular Disease,8
266,F,1448,Northeast,non-urban,Medical,4
414,M,2238,South,urban,Cardiovascular Disease,7
525,F,3395,Midwest,non-urban,Family,8
313,M,2178,Northeast,non-urban,Cardiovascular Disease,7
1465,M,3377,West,non-urban,Pulmonary Disease,7
1415,M,4049,Midwest,non-urban,"Endocrinology, Diabetes & Metabolism",8
249,M,1761,South,urban,Nephrology,8
187,F,1889,West,non-urban,Adult Health,7
3345,M,15027,Northeast,urban,Cardiovascular Disease,7
489,M,2826,South,non-urban,"Endocrinology, Diabetes & Metabolism",7
116,M,1567,South,urban,Hematology & Oncology,7
1091,M,5518,South,urban,Cardiovascular Disease,7
440,F,2258,South,non-urban,Adult Health,3
437,M,2799,Northeast,non-urban,Cardiovascular Disease,8
297,F,2722,South,urban,Family,7
405,M,1189,West,non-urban,Nephrology,7
1653,M,7855,Midwest,non-urban,Interventional Cardiology,7
626,M,1924,South,urban,Clinical Cardiac Electrophysiology,6
1144,M,3793,South,urban,Cardiovascular Disease,6
1608,M,5436,Midwest,urban,Cardiovascular Disease,5
385,F,3451,Midwest,urban,Medical,7
2008,F,7864,South,non-urban,Rheumatology,7
324,F,3723,West,non-urban,Family,6
480,F,3237,Midwest,non-urban,Family,7
13257,M,5393,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
658,F,3033,West,non-urban,Family,7
1243,F,7633,Northeast,non-urban,Family,5
194,F,2102,Northeast,non-urban,Family,7
2825,M,5598,West,non-urban,Geriatric Medicine,8
8253,M,26683,South,non-urban,Geriatric Medicine,7
611,M,3292,Northeast,non-urban,Cardiovascular Disease,8
899,M,1074,West,urban,Infectious Disease,7
821,M,4321,Northeast,non-urban,Cardiovascular Disease,7
1167,F,6797,Midwest,urban,Family,7
391,F,4171,West,non-urban,Medical,7
305,M,996,South,non-urban,Pulmonary Disease,7
763,F,3720,South,non-urban,Adult Medicine,7
531,F,4310,South,urban,Infectious Disease,7
181,M,1339,South,urban,Family,7
782,M,4625,Midwest,non-urban,Cardiovascular Disease,8
344,F,1200,Northeast,non-urban,Geriatric Medicine,6
425,F,2029,South,non-urban,Psychiatry,3
1887,M,3137,South,urban,Cardiovascular Disease,8
217,F,2559,South,urban,Family,4
691,F,3229,South,urban,Psychiatry,7
8764,M,34230,South,urban,Geriatric Medicine,7
1396,M,5790,Northeast,non-urban,Pulmonary Disease,7
548,M,2686,Midwest,urban,Infectious Disease,7
335,F,1770,South,non-urban,Family,7
2494,F,7783,Midwest,non-urban,Gastroenterology,7
3686,M,15578,South,non-urban,Cardiovascular Disease,8
484,F,3067,South,urban,Family,6
1580,F,1939,West,non-urban,"Endocrinology, Diabetes & Metabolism",7
5173,M,10222,West,non-urban,Pulmonary Disease,7
478,M,3716,South,non-urban,Psychiatry,7
504,F,1859,Northeast,non-urban,Family,5
424,F,3335,South,urban,Geriatric Medicine,5
742,M,4308,South,non-urban,Psychiatry,7
1232,M,6805,Midwest,urban,Rheumatology,7
941,M,4947,South,non-urban,Rheumatology,7
217,F,1009,Northeast,urban,Medical,5
1179,F,4583,Northeast,non-urban,Gastroenterology,7
355,F,2725,Midwest,non-urban,Nephrology,6
354,M,1795,Midwest,non-urban,Cardiovascular Disease,8
1063,M,2272,South,urban,Pulmonary Disease,7
622,F,4633,Northeast,non-urban,Psychiatry,7
646,F,3760,West,urban,Family,7
659,F,2248,South,non-urban,Family,7
526,M,3429,West,non-urban,Interventional Cardiology,7
863,M,4436,Midwest,non-urban,Cardiovascular Disease,7
572,F,4214,South,urban,Geriatric Medicine,7
1577,M,7065,South,urban,Family,6
701,M,1864,Northeast,non-urban,Cardiovascular Disease,7
692,F,4333,Midwest,urban,Cardiovascular Disease,7
262,M,2074,West,urban,Pulmonary Disease,8
1471,M,7791,South,urban,Cardiovascular Disease,8
776,F,2799,Midwest,non-urban,Neurology,8
233,F,1906,Midwest,non-urban,Family,2
518,F,2738,Northeast,non-urban,Family,8
2344,M,8145,South,non-urban,Cardiovascular Disease,7
219,M,1818,South,non-urban,Family,6
204,F,1253,South,urban,Family,4
533,F,1884,West,non-urban,Family,2
587,M,2512,Midwest,non-urban,Cardiovascular Disease,7
168,F,2528,West,urban,Medical,7
541,M,3943,Northeast,non-urban,Cardiovascular Disease,7
419,M,1912,Midwest,urban,Infectious Disease,7
554,M,4610,Midwest,non-urban,Cardiovascular Disease,8
199,F,1875,Midwest,urban,Family,7
731,M,3364,West,non-urban,Psychiatry,7
2448,M,10051,Northeast,non-urban,Gastroenterology,7
938,M,5769,South,non-urban,Adult Medicine,7
1180,M,3495,Northeast,non-urban,Cardiovascular Disease,8
332,F,2423,Northeast,non-urban,Family,7
1116,M,3870,Midwest,non-urban,Cardiovascular Disease,7
553,M,5042,West,non-urban,Cardiovascular Disease,7
989,F,5001,Midwest,urban,Psychiatry,7
161,F,1491,South,urban,Family,7
694,M,3936,West,non-urban,Interventional Cardiology,7
283,F,1433,Midwest,urban,Family,7
835,M,2021,West,urban,Cardiovascular Disease,7
913,F,5467,South,urban,Medical,1
707,F,2095,Northeast,non-urban,Hematology & Oncology,7
683,M,5228,South,non-urban,Psychiatry,7
361,M,3238,West,non-urban,Cardiovascular Disease,7
2826,M,3549,South,urban,"Endocrinology, Diabetes & Metabolism",7
1049,M,3741,South,non-urban,Neurology,8
470,M,2768,South,urban,Neurology,7
607,F,3041,South,urban,Infectious Disease,7
1543,M,7652,Northeast,non-urban,Cardiovascular Disease,7
330,M,2338,West,urban,Cardiovascular Disease,6
100,F,1319,Midwest,non-urban,Medical,7
1397,F,7971,South,urban,Family,2
748,M,5743,South,non-urban,Family,1
1032,M,2297,Northeast,non-urban,Cardiovascular Disease,7
358,M,2243,South,non-urban,Neurology,7
368,M,2569,South,urban,Cardiovascular Disease,6
1166,F,7470,Northeast,non-urban,Cardiovascular Disease,8
1028,M,2184,West,non-urban,Cardiovascular Disease,8
919,M,3956,South,non-urban,Medical,6
1523,F,8949,South,non-urban,Family,7
1017,M,4874,South,non-urban,Nephrology,7
2732,F,4966,South,urban,Family,2
402,F,3386,Northeast,non-urban,Psych/Mental Health,7
657,F,4966,South,non-urban,Adult Health,7
847,F,4529,South,non-urban,Family,4
338,F,3052,South,non-urban,Medical,7
631,F,713,West,non-urban,"Endocrinology, Diabetes & Metabolism",7
94,F,1449,South,urban,Family,6
808,F,4483,Northeast,non-urban,Geriatric Medicine,6
2004,M,7648,South,urban,Interventional Cardiology,7
9095,M,34853,South,urban,Geriatric Medicine,8
469,F,2570,South,non-urban,Family,4
2893,M,567,South,urban,"Endocrinology, Diabetes & Metabolism",7
1792,F,1624,South,non-urban,Infectious Disease,8
166,F,1549,South,non-urban,Adult Health,6
45,M,1748,South,urban,Adult Health,7
1040,M,7457,South,non-urban,Cardiovascular Disease,7
237,F,1703,Northeast,non-urban,Adult Health,7
435,F,3067,Northeast,urban,Family,7
334,F,3783,Northeast,urban,Psychiatry,7
1066,F,1204,South,urban,"Endocrinology, Diabetes & Metabolism",7
1171,F,7167,South,urban,Family,7
309,M,2535,South,non-urban,Cardiovascular Disease,7
543,F,2368,Northeast,non-urban,Family,6
433,F,1764,Northeast,non-urban,Nephrology,7
891,M,7938,South,urban,Nephrology,8
611,F,3948,South,non-urban,Family,7
471,M,2613,Midwest,non-urban,Rheumatology,8
473,M,1007,Midwest,urban,Pulmonary Disease,8
299,F,2332,South,non-urban,Family,4
618,F,4592,West,urban,Adult Health,6
815,M,4359,Northeast,non-urban,Cardiovascular Disease,8
1019,M,3067,South,non-urban,Neurology,7
515,M,2173,Northeast,non-urban,Gastroenterology,7
531,M,1566,Northeast,non-urban,Gastroenterology,7
440,M,2136,Midwest,urban,Psychiatry,7
1122,F,5827,West,non-urban,Geriatric Medicine,7
508,F,3512,Midwest,urban,Family,2
950,M,4153,Midwest,urban,Cardiovascular Disease,7
2815,M,11531,South,non-urban,Geriatric Medicine,5
890,F,2669,West,non-urban,Neurology,7
798,M,3747,West,non-urban,Interventional Cardiology,8
1260,M,8208,Northeast,non-urban,Geriatric Medicine,7
234,F,1315,South,non-urban,Adult Medicine,7
309,M,1597,South,non-urban,Nephrology,7
217,F,1653,South,urban,Family,8
147,F,2269,South,urban,Family,1
2680,M,5801,West,non-urban,Interventional Cardiology,7
9941,M,22251,Midwest,urban,Pulmonary Disease,7
545,M,3920,South,urban,Psychiatry,6
407,M,2389,South,non-urban,Cardiovascular Disease,7
470,M,1538,West,non-urban,Neurology,7
279,F,2668,Midwest,urban,Family,7
195,M,1708,Northeast,non-urban,Geriatric Medicine,7
438,F,2780,Midwest,non-urban,Family,6
402,F,2559,West,urban,Geriatric Medicine,6
659,F,2499,Midwest,non-urban,Family,6
520,M,1716,Midwest,non-urban,Interventional Cardiology,7
198,F,1120,South,urban,Acute Care,6
161,F,1223,West,non-urban,Family,7
764,F,1843,Northeast,non-urban,Infectious Disease,7
278,M,1525,Northeast,non-urban,Medical,7
334,F,3302,South,non-urban,Psych/Mental Health,6
443,F,3068,West,non-urban,Geriatric Medicine,6
923,M,3035,South,non-urban,Cardiovascular Disease,7
275,F,1531,South,urban,Nephrology,8
326,F,1575,Midwest,urban,Family,5
538,F,4000,South,non-urban,Family,4
2765,M,10460,Northeast,non-urban,Nephrology,7
388,M,3411,South,non-urban,Psychiatry,7
1164,M,4011,South,non-urban,Cardiovascular Disease,7
911,M,5665,South,urban,Cardiovascular Disease,8
1888,M,2046,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",8
142,F,1251,South,non-urban,Adult Health,7
173,F,963,South,non-urban,Family,7
1183,M,6582,South,non-urban,Cardiovascular Disease,7
1134,M,3931,Northeast,non-urban,Psychiatry,7
545,M,2599,Northeast,non-urban,Cardiovascular Disease,8
470,F,2465,Northeast,urban,Psychiatry,7
2618,F,3305,Northeast,non-urban,Family,8
252,M,3253,South,non-urban,Psychiatry,6
220,F,1276,South,non-urban,Family,7
499,F,2110,Northeast,non-urban,Rheumatology,8
295,F,2227,South,non-urban,Family,8
1457,F,10708,West,non-urban,Adult Health,7
1404,M,6167,South,urban,Geriatric Medicine,3
307,M,1856,Midwest,non-urban,Cardiovascular Disease,7
611,F,2296,Northeast,non-urban,Psychiatry,7
928,M,3426,Midwest,non-urban,Neurology,6
184,F,1923,Midwest,urban,Family,2
669,F,3780,Northeast,urban,Psychiatry,6
1987,M,7891,West,urban,Neurology,7
602,M,4657,South,urban,Cardiovascular Disease,6
2803,F,3108,South,urban,"Endocrinology, Diabetes & Metabolism",6
637,M,2912,South,urban,Cardiovascular Disease,7
304,M,2208,West,non-urban,Cardiovascular Disease,8
725,F,4173,Midwest,non-urban,Family,7
489,M,2917,Midwest,non-urban,Cardiovascular Disease,7
945,M,4551,West,non-urban,Medical,7
1972,M,7565,Northeast,non-urban,Rheumatology,7
333,M,2484,Northeast,non-urban,Cardiovascular Disease,7
1383,M,6568,South,urban,Cardiovascular Disease,7
1469,F,6253,Midwest,non-urban,Family,8
286,F,2145,South,non-urban,Family,4
344,F,1749,West,urban,Acute Care,5
1259,M,10102,West,non-urban,Geriatric Medicine,7
1661,M,9176,South,non-urban,Psychiatry,7
136,F,1365,South,urban,Family,1
2386,M,9878,South,non-urban,Cardiovascular Disease,8
548,M,3273,West,urban,Geriatric Medicine,7
1240,M,4118,South,non-urban,Neurology,8
392,M,2810,South,urban,Cardiovascular Disease,7
531,F,2093,Midwest,non-urban,Family,2
610,F,2908,Northeast,non-urban,Adult Health,7
2394,M,2305,West,non-urban,Psychiatry,7
524,M,1886,Northeast,non-urban,Geriatric Medicine,7
172,M,2277,South,non-urban,Psychiatry,7
803,M,4897,West,urban,Cardiovascular Disease,8
574,M,2683,South,non-urban,Medical,7
280,F,3257,Midwest,non-urban,Family,7
595,F,3267,Northeast,non-urban,Family,6
726,F,6081,West,non-urban,Gerontology,6
1788,M,5561,West,urban,Cardiovascular Disease,7
566,F,3878,Midwest,non-urban,Geriatric Medicine,7
561,F,4643,Midwest,urban,Medical,7
641,M,3704,West,non-urban,Cardiovascular Disease,8
339,F,2466,South,urban,Family,4
313,M,2359,South,urban,Nephrology,7
133,F,1610,South,non-urban,Family,8
221,F,1614,Northeast,urban,Medical,7
360,F,1406,Midwest,urban,Adult Health,1
1817,F,8203,Northeast,non-urban,Adult Health,7
1190,M,2247,Northeast,non-urban,Neurology,7
869,M,4354,South,non-urban,Nephrology,7
661,M,6062,South,urban,Family,3
643,M,3554,Midwest,urban,Cardiovascular Disease,7
358,M,1621,Northeast,non-urban,Gastroenterology,7
148,F,1311,South,non-urban,Family,4
153,F,2117,Northeast,non-urban,Family,4
329,F,1726,South,non-urban,Family,1
443,M,2893,South,non-urban,Cardiovascular Disease,8
2028,F,8865,Midwest,urban,Geriatric Medicine,8
653,M,2294,South,non-urban,Neurology,8
1015,M,5206,Northeast,non-urban,Cardiovascular Disease,7
164,F,2237,South,non-urban,Family,5
960,F,5364,South,urban,Geriatric Medicine,7
423,M,2162,Northeast,non-urban,Medical,7
212,M,1199,Northeast,non-urban,Geriatric Medicine,3
534,M,3642,West,non-urban,Cardiovascular Disease,7
515,F,2134,South,non-urban,Cardiovascular Disease,7
790,M,3807,West,urban,Medical,7
511,M,4557,Midwest,non-urban,Medical,7
656,M,5388,South,urban,Cardiovascular Disease,7
619,M,2332,Midwest,urban,Cardiovascular Disease,7
331,M,1757,West,non-urban,Hematology & Oncology,7
1588,M,3467,South,urban,Cardiovascular Disease,7
718,M,3618,Northeast,non-urban,Cardiovascular Disease,8
573,M,4921,Midwest,urban,Psychiatry,8
538,F,5526,Midwest,urban,Psychiatry,7
223,M,2356,Midwest,non-urban,Sports Medicine,7
699,F,4673,Midwest,non-urban,Infectious Disease,7
366,M,2152,South,non-urban,Cardiovascular Disease,8
875,M,3790,South,urban,Cardiovascular Disease,8
775,M,3696,Midwest,non-urban,Cardiovascular Disease,7
575,M,5609,South,non-urban,Adolescent Medicine,7
1381,M,2246,South,non-urban,"Endocrinology, Diabetes & Metabolism",8
927,M,2408,West,urban,Cardiovascular Disease,7
1009,M,4165,Midwest,urban,Rheumatology,7
336,M,1413,South,non-urban,Geriatric Medicine,6
267,M,900,South,non-urban,Gastroenterology,7
701,F,4110,West,urban,Family,7
593,F,5338,West,urban,Family,8
151,M,1960,South,urban,Sports Medicine,7
394,M,3649,Northeast,non-urban,Psych/Mental Health,7
327,F,1738,West,non-urban,Family,6
236,M,1879,Midwest,non-urban,Pain Medicine,7
428,M,1204,Northeast,non-urban,Cardiovascular Disease,8
307,F,1441,Northeast,non-urban,Acute Care,4
1650,F,1174,West,non-urban,"Endocrinology, Diabetes & Metabolism",6
427,M,4012,South,urban,Psychiatry,7
740,M,5118,South,urban,Neurology,7
65,F,1392,South,urban,Acute Care,4
566,M,3528,South,urban,Cardiovascular Disease,7
1418,M,7949,South,urban,Cardiovascular Disease,7
389,F,1650,Midwest,urban,Family,7
283,M,2515,Midwest,urban,Nephrology,6
735,F,5405,South,non-urban,Primary Care,8
710,M,2089,Midwest,urban,Neurology,7
382,F,1662,South,non-urban,Family,3
206,F,2251,South,non-urban,Family,6
516,F,1835,Northeast,non-urban,Medical,6
318,M,2480,Northeast,non-urban,Geriatric Medicine,8
237,F,1949,Northeast,urban,Family,1
275,M,2163,West,urban,Geriatric Medicine,7
1029,M,9156,South,non-urban,Interventional Pain Medicine,8
708,M,2634,Northeast,non-urban,Gastroenterology,7
542,F,3427,Midwest,non-urban,Cardiovascular Disease,7
575,F,2512,South,urban,Acute Care,4
981,M,4749,South,urban,Neurology,7
309,M,1172,West,urban,Family,6
306,M,1645,Northeast,non-urban,Cardiovascular Disease,7
732,F,4785,Northeast,non-urban,Geriatric Medicine,8
385,F,1907,Northeast,urban,Family,4
386,M,3277,South,non-urban,Cardiovascular Disease,8
1236,M,6701,Northeast,urban,Infectious Disease,7
1114,F,3808,Northeast,non-urban,Cardiovascular Disease,7
754,F,5783,South,urban,Family,7
925,M,5303,South,non-urban,Psychiatry,7
208,M,1627,Northeast,non-urban,Critical Care Medicine,7
569,M,1970,West,non-urban,Clinical Cardiac Electrophysiology,7
442,M,2042,Midwest,non-urban,Cardiovascular Disease,8
892,M,3389,Northeast,non-urban,Family,7
196,F,1866,South,non-urban,Family,4
174,M,2517,West,non-urban,Medical,6
3363,M,3664,Midwest,non-urban,Pulmonary Disease,8
418,F,3670,South,urban,Cardiovascular Disease,8
768,M,3138,South,urban,Nephrology,8
693,M,1830,Northeast,non-urban,Nephrology,7
1915,M,4417,South,urban,Rheumatology,7
226,F,2290,Midwest,non-urban,Geriatric Medicine,7
1027,M,4885,South,urban,Cardiovascular Disease,7
252,M,3924,Midwest,urban,Psychiatry,7
422,F,2206,South,non-urban,Family,3
749,M,2130,West,non-urban,Gastroenterology,7
215,F,1429,Midwest,non-urban,Medical,7
1626,M,6755,West,non-urban,Cardiovascular Disease,7
613,F,3938,South,urban,Psychiatry,7
145,F,1377,Midwest,non-urban,Family,8
3484,F,2699,South,non-urban,Infectious Disease,7
246,M,1851,Midwest,non-urban,Medical,7
723,M,5246,Northeast,urban,Psychiatry,7
296,M,1800,West,non-urban,Cardiovascular Disease,6
549,M,3587,West,non-urban,Geriatric Medicine,7
696,M,3935,South,non-urban,Geriatric Medicine,8
2144,M,8301,South,urban,Cardiovascular Disease,8
308,F,1957,West,non-urban,Family,1
1406,M,5299,South,non-urban,Rheumatology,7
538,F,1745,Northeast,urban,Medical,6
820,F,5606,Northeast,non-urban,Medical,7
377,F,2309,West,non-urban,Gerontology,7
530,M,2055,Northeast,non-urban,Medical,7
1109,M,3447,South,non-urban,Cardiovascular Disease,7
453,F,1568,West,non-urban,Nephrology,7
339,M,1860,South,non-urban,Neurology,7
197,F,3735,South,non-urban,Family,7
409,F,1931,Northeast,non-urban,Cardiovascular Disease,7
515,M,3856,South,urban,Rheumatology,7
106,M,2163,West,urban,Gastroenterology,7
459,M,4016,South,urban,Cardiovascular Disease,6
616,M,4497,South,non-urban,Psychiatry,6
1497,M,1835,Midwest,non-urban,"Endocrinology, Diabetes & Metabolism",8
5645,M,5656,West,non-urban,Rheumatology,7
1210,M,5435,South,non-urban,Medical,1
1609,M,7314,South,urban,Cardiovascular Disease,6
119,F,1172,South,urban,Family,1
770,F,6417,Midwest,non-urban,Cardiovascular Disease,8
1783,F,3380,Midwest,non-urban,Neurology,8
255,F,1569,Midwest,non-urban,Rheumatology,7
548,F,2466,Midwest,non-urban,Family,7
3010,F,5271,West,non-urban,"Endocrinology, Diabetes & Metabolism",6
887,M,3435,Northeast,urban,Cardiovascular Disease,8
907,M,6149,South,urban,Cardiovascular Disease,7
1671,F,1561,South,urban,Primary Care,7
314,M,4463,Northeast,non-urban,Psychiatry,6
797,M,5115,South,non-urban,Psychiatry,7
599,M,3324,Midwest,non-urban,Sports Medicine,7
287,M,1970,Midwest,urban,Nephrology,7
2361,M,11150,South,urban,Interventional Cardiology,7
673,F,2038,South,non-urban,Nephrology,8
417,M,2864,Northeast,non-urban,Geriatric Medicine,7
391,F,3274,Northeast,non-urban,Adult Health,7
1208,M,2696,West,non-urban,"Endocrinology, Diabetes & Metabolism",6
549,F,3327,South,urban,Geriatric Medicine,8
4628,M,2694,South,urban,Infectious Disease,7
511,F,2686,Northeast,urban,Family,7
153,F,2152,Northeast,urban,Family,7
1289,F,5303,South,urban,Cardiovascular Disease,7
764,M,3719,South,non-urban,Gastroenterology,7
878,F,3231,West,non-urban,Family,7
212,F,1789,West,urban,Medical,7
232,F,2232,Midwest,non-urban,Medical,7
569,M,2435,Northeast,urban,Rheumatology,7
216,M,1714,Midwest,non-urban,Hematology & Oncology,8
281,F,1774,South,urban,Geriatric Medicine,6
906,M,3998,South,urban,Psychiatry,7
2295,F,18943,Northeast,non-urban,Geriatric Medicine,7
643,M,2011,Midwest,non-urban,Pulmonary Disease,7
1680,M,3815,Northeast,urban,Infectious Disease,7
938,M,3120,West,non-urban,Nephrology,7
197,F,2006,West,non-urban,Family,7
267,F,1699,West,urban,Medical,2
2257,M,7265,Midwest,urban,Cardiovascular Disease,8
965,F,7708,Northeast,non-urban,Medical,7
2688,M,7365,Northeast,non-urban,Infectious Disease,7
729,M,2911,Northeast,non-urban,Cardiovascular Disease,7
131,F,1117,South,non-urban,Medical,7
750,M,4234,South,non-urban,Cardiovascular Disease,8
1343,M,2006,West,non-urban,Cardiovascular Disease,7
321,F,2704,Northeast,urban,Family,1
309,F,3140,West,non-urban,Medical,7
1131,M,1318,West,non-urban,Infectious Disease,7
2461,F,10703,South,non-urban,Family,6
421,F,2884,Northeast,non-urban,Adult Health,2
601,M,2418,Midwest,urban,Gastroenterology,7
1793,M,1497,South,urban,Adult Health,3
1096,M,5873,Midwest,non-urban,Cardiovascular Disease,8
1281,M,7730,South,urban,Family,7
909,M,4280,Northeast,non-urban,Cardiovascular Disease,7
893,M,10423,Midwest,non-urban,Psychiatry,7
2270,M,11396,Midwest,urban,Geriatric Medicine,8
223,F,1500,Midwest,urban,Medical,8
244,F,2153,Midwest,urban,Family,8
500,M,4981,Midwest,non-urban,Cardiovascular Disease,7
2469,M,2701,South,urban,Pulmonary Disease,7
7501,M,6910,Midwest,non-urban,"Endocrinology, Diabetes & Metabolism",7
417,M,4767,West,non-urban,Psychiatry,8
867,M,3762,South,urban,Infectious Disease,7
1446,M,3551,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",4
308,F,1934,Midwest,non-urban,Adult Health,7
76,F,1928,South,non-urban,Rheumatology,7
675,M,1802,South,urban,Neurology,7
1090,M,7068,South,non-urban,Rheumatology,8
561,F,4998,South,urban,Psych/Mental Health,7
246,M,2828,West,non-urban,Cardiovascular Disease,7
967,M,6771,South,urban,Cardiovascular Disease,7
277,M,1023,Northeast,non-urban,Medical,8
750,M,3188,South,non-urban,Family,2
711,M,4253,Midwest,urban,Interventional Cardiology,7
187,M,2190,West,urban,Medical,7
1090,M,10272,South,urban,Cardiovascular Disease,7
6016,M,22485,Northeast,non-urban,Geriatric Medicine,7
2143,M,3900,Midwest,non-urban,"Endocrinology, Diabetes & Metabolism",8
417,F,5591,South,non-urban,Psychiatry,7
772,M,2862,South,non-urban,Neurology,8
846,F,3482,Midwest,non-urban,Cardiovascular Disease,7
127,F,1629,West,non-urban,Medical,4
902,M,2616,South,non-urban,Cardiovascular Disease,7
856,F,5138,South,urban,Family,7
299,M,2933,Northeast,urban,Psychiatry,7
2338,M,4388,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",6
273,F,1489,Northeast,non-urban,Adult Health,4
2282,M,2612,West,non-urban,"Endocrinology, Diabetes & Metabolism",7
563,F,3085,West,non-urban,Family,7
604,F,3560,West,non-urban,Psychiatry,7
961,M,4124,South,non-urban,Family,7
1204,M,5336,Midwest,non-urban,Rheumatology,7
472,F,3196,South,non-urban,Psychiatry,6
1070,M,3438,Northeast,non-urban,Cardiovascular Disease,8
549,M,2612,Northeast,non-urban,Psychiatry,7
368,M,2926,South,urban,Medical,5
502,M,4667,South,urban,Cardiovascular Disease,7
1524,M,8926,South,non-urban,Cardiovascular Disease,7
239,F,2286,South,urban,Medical,4
1224,M,2983,South,non-urban,Pulmonary Disease,7
420,M,5701,South,non-urban,Cardiovascular Disease,7
705,M,5089,Midwest,urban,Cardiovascular Disease,7
282,M,2010,South,urban,Psychiatry,6
161,F,823,Northeast,non-urban,Family,1
233,M,2149,South,urban,Nephrology,6
428,F,3362,West,urban,Medical,5
533,F,3330,Midwest,non-urban,Family,7
438,F,2299,South,non-urban,Primary Care,7
1172,M,7821,Midwest,urban,Medical,7
416,F,2508,South,urban,Family,7
726,M,5223,South,urban,Psychiatry,7
1322,M,4647,Northeast,non-urban,Cardiovascular Disease,7
971,F,5172,South,urban,Family,7
1352,M,8729,Midwest,urban,Psychiatry,7
199,F,1686,South,urban,Acute Care,5
600,M,4647,West,non-urban,Geriatric Medicine,8
608,M,4874,West,urban,Family,6
668,F,4136,West,non-urban,Medical,7
742,M,5068,South,urban,Cardiovascular Disease,8
1201,M,2389,South,non-urban,"Endocrinology, Diabetes & Metabolism",6
673,M,5382,South,urban,Cardiovascular Disease,8
1248,M,5556,Midwest,non-urban,Rheumatology,7
647,F,3703,Midwest,urban,Family,7
322,F,2600,Midwest,urban,Adult Health,6
146,M,1583,South,non-urban,Family,5
255,F,2382,Midwest,non-urban,Medical,7
1538,M,1564,West,non-urban,Infectious Disease,7
778,M,3993,South,urban,Psychiatry,7
1222,F,3012,Northeast,non-urban,Rheumatology,7
644,M,5224,South,urban,Rheumatology,7
78,F,1122,West,urban,Medical,8
768,F,4747,Northeast,urban,Family,2
861,F,7459,Northeast,non-urban,Psych/Mental Health,7
396,M,3007,Midwest,urban,Nephrology,6
316,F,1206,Northeast,non-urban,Family,7
883,M,1584,Northeast,non-urban,Neurology,7
366,F,1981,South,urban,Cardiovascular Disease,7
1468,M,6118,South,urban,Cardiovascular Disease,8
196,F,1811,West,non-urban,Gerontology,2
820,M,4369,South,urban,Geriatric Medicine,7
955,F,5296,Midwest,non-urban,Psych/Mental Health,6
1149,M,4836,West,non-urban,Cardiovascular Disease,8
419,F,3296,Midwest,non-urban,Family,8
804,M,4582,West,urban,Neurology,8
1211,M,4696,South,urban,Neurology,8
2391,M,14699,South,urban,Psychiatry,8
1140,M,966,South,urban,Pulmonary Disease,6
302,M,1813,South,urban,Hematology & Oncology,7
413,M,3929,South,urban,Neurology,8
347,M,1785,Midwest,urban,Adult Medicine,7
